date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week
08/08/2018 14:45,115.67,57.56,0,0.05,89.53,100,53100,Weekday,Wednesday
08/08/2018 16:30,60.73,27.76,0,0.03,90.95,100,59400,Weekday,Wednesday
09/08/2018 04:00,2.77,5.22,0,0,46.87,100,14400,Weekday,Thursday
09/08/2018 04:45,2.81,5.44,0,0,45.89,100,17100,Weekday,Thursday
09/08/2018 08:15,64.87,52.09,0,0.03,77.97,100,29700,Weekday,Thursday
09/08/2018 08:45,109.98,87.7,0,0.05,78.19,100,31500,Weekday,Thursday
09/08/2018 11:15,126.29,80.46,0,0.06,84.34,100,40500,Weekday,Thursday
09/08/2018 18:00,31.43,0.14,4.93,0.01,100,98.79,64800,Weekday,Thursday
09/08/2018 20:15,50.36,17.75,0,0.02,94.31,100,72900,Weekday,Thursday
09/08/2018 23:45,2.63,4.32,0,0,52,100,85500,Weekday,Thursday
10/08/2018 01:45,2.74,4.79,0,0,49.65,100,6300,Weekday,Friday
10/08/2018 14:45,91.84,33.73,0,0.04,93.87,100,53100,Weekday,Friday
10/08/2018 15:00,89.35,29.34,0,0.04,95.01,100,54000,Weekday,Friday
10/08/2018 18:00,29.81,0.07,5.8,0.01,100,98.16,64800,Weekday,Friday
10/08/2018 18:30,79.96,43.38,0,0.04,87.9,100,66600,Weekday,Friday
10/08/2018 21:00,64.8,23.26,3.24,0.03,94.12,99.88,75600,Weekday,Friday
11/08/2018 02:45,2.66,4.97,0,0,47.19,100,9900,Weekend,Saturday
11/08/2018 11:45,103.82,50.76,0,0.05,89.84,100,42300,Weekend,Saturday
11/08/2018 14:15,89.32,33.7,0,0.04,93.56,100,51300,Weekend,Saturday
11/08/2018 15:30,71.64,24.84,0,0.03,94.48,100,55800,Weekend,Saturday
11/08/2018 17:00,15.55,0.72,15.3,0.01,99.89,71.28,61200,Weekend,Saturday
11/08/2018 17:15,5.62,0,24.23,0,100,22.59,62100,Weekend,Saturday
11/08/2018 19:15,3.06,0,14.69,0,100,20.39,69300,Weekend,Saturday
11/08/2018 20:15,3.1,0,14.76,0,100,20.55,72900,Weekend,Saturday
11/08/2018 20:45,3.1,0,14.58,0,100,20.8,74700,Weekend,Saturday
12/08/2018 00:45,2.74,5.26,0,0,46.2,100,2700,Weekend,Sunday
12/08/2018 01:45,2.74,5.11,0,0,47.26,100,6300,Weekend,Sunday
12/08/2018 06:15,2.77,5.54,0,0,44.72,100,22500,Weekend,Sunday
12/08/2018 06:45,3.17,5.15,0,0,52.42,100,24300,Weekend,Sunday
12/08/2018 20:00,3.06,0,14.87,0,100,20.16,72000,Weekend,Sunday
12/08/2018 22:00,3.13,0,13.68,0,100,22.3,79200,Weekend,Sunday
12/08/2018 22:15,2.99,1.12,3.74,0,93.65,62.44,80100,Weekend,Sunday
13/08/2018 02:45,2.84,5.65,0,0,44.91,100,9900,Weekday,Monday
13/08/2018 05:30,2.7,5.36,0,0,44.99,100,19800,Weekday,Monday
13/08/2018 09:30,110.2,50.44,0,0.05,90.93,100,34200,Weekday,Monday
13/08/2018 15:15,57.56,36.68,0,0.03,84.33,100,54900,Weekday,Monday
13/08/2018 15:30,57.64,34.52,0,0.03,85.79,100,55800,Weekday,Monday
13/08/2018 20:00,83.63,38.95,0,0.04,90.65,100,72000,Weekday,Monday
13/08/2018 23:00,3.67,6.41,0,0,49.69,100,82800,Weekday,Monday
14/08/2018 05:30,2.92,6.05,0,0,43.47,100,19800,Weekday,Tuesday
14/08/2018 10:30,91.8,47.88,0,0.04,88.66,100,37800,Weekday,Tuesday
14/08/2018 19:00,108.36,42.59,0,0.05,93.07,100,68400,Weekday,Tuesday
14/08/2018 22:00,3.85,0,14.29,0,100,26.01,79200,Weekday,Tuesday
14/08/2018 23:00,2.77,5.08,0,0,47.87,100,82800,Weekday,Tuesday
15/08/2018 03:00,2.81,4.36,0,0,54.17,100,10800,Weekday,Wednesday
15/08/2018 06:45,3.06,4.32,0,0,57.8,100,24300,Weekday,Wednesday
15/08/2018 11:45,69.7,42.7,0,0.03,85.27,100,42300,Weekday,Wednesday
15/08/2018 18:45,2.99,0,9.36,0,100,30.43,67500,Weekday,Wednesday
15/08/2018 19:15,3.17,0,14.18,0,100,21.82,69300,Weekday,Wednesday
15/08/2018 20:15,3.17,0,14.44,0,100,21.44,72900,Weekday,Wednesday
15/08/2018 21:15,3.2,0,14.22,0,100,21.95,76500,Weekday,Wednesday
15/08/2018 22:30,3.1,5.65,0,0,48.1,100,81000,Weekday,Wednesday
16/08/2018 01:00,2.66,4.93,0,0,47.48,100,3600,Weekday,Thursday
16/08/2018 02:00,2.63,4.64,0,0,49.31,100,7200,Weekday,Thursday
16/08/2018 14:15,51.44,25.09,0,0.02,89.88,100,51300,Weekday,Thursday
16/08/2018 17:15,55.22,41.72,0,0.03,79.79,100,62100,Weekday,Thursday
17/08/2018 03:00,3.28,5.22,0,0,53.2,100,10800,Weekday,Friday
17/08/2018 03:30,2.77,5.54,0,0,44.72,100,12600,Weekday,Friday
17/08/2018 04:30,3.46,6.16,0,0,48.97,100,16200,Weekday,Friday
17/08/2018 04:45,3.24,5.98,0,0,47.64,100,17100,Weekday,Friday
17/08/2018 05:45,2.77,6.01,0,0,41.86,100,20700,Weekday,Friday
17/08/2018 08:30,40.72,45.22,0,0.02,66.92,100,30600,Weekday,Friday
17/08/2018 10:00,42.12,21.31,0,0.02,89.23,100,36000,Weekday,Friday
17/08/2018 12:45,5.26,0,18.65,0,100,27.14,45900,Weekday,Friday
17/08/2018 14:30,65.45,39.67,0,0.03,85.52,100,52200,Weekday,Friday
17/08/2018 15:15,75.6,45.54,0,0.03,85.66,100,54900,Weekday,Friday
17/08/2018 20:15,45.86,24.19,0,0.02,88.45,100,72900,Weekday,Friday
18/08/2018 03:15,2.88,3.56,0,0,62.89,100,11700,Weekend,Saturday
18/08/2018 07:00,3.06,3.56,0,0,65.18,100,25200,Weekend,Saturday
18/08/2018 10:00,80.96,38.7,0,0.04,90.22,100,36000,Weekend,Saturday
18/08/2018 12:15,3.67,0,8.64,0,100,39.1,44100,Weekend,Saturday
18/08/2018 18:00,3.35,0,16.67,0,100,19.7,64800,Weekend,Saturday
18/08/2018 20:30,2.84,0,13.9,0,100,20.02,73800,Weekend,Saturday
19/08/2018 06:15,2.63,4.86,0,0,47.59,100,22500,Weekend,Sunday
19/08/2018 11:00,4.14,0,12.46,0,100,31.53,39600,Weekend,Sunday
19/08/2018 12:45,3.82,0,12.96,0,100,28.27,45900,Weekend,Sunday
19/08/2018 16:15,2.88,0,14.15,0,100,19.94,58500,Weekend,Sunday
19/08/2018 16:45,3.17,0,16.88,0,100,18.46,60300,Weekend,Sunday
19/08/2018 19:00,2.7,0,14,0,100,18.94,68400,Weekend,Sunday
19/08/2018 23:30,2.66,4.57,0,0,50.3,100,84600,Weekend,Sunday
20/08/2018 01:15,3.06,5.08,0,0,51.6,100,4500,Weekday,Monday
20/08/2018 02:15,2.7,4.97,0,0,47.74,100,8100,Weekday,Monday
20/08/2018 05:15,2.99,4.86,0,0,52.4,100,18900,Weekday,Monday
20/08/2018 07:45,3.38,5.62,0,0,51.54,100,27900,Weekday,Monday
20/08/2018 08:45,107.68,90.68,0,0.05,76.49,100,31500,Weekday,Monday
20/08/2018 14:45,55.51,32.98,0,0.03,85.97,100,53100,Weekday,Monday
20/08/2018 16:00,56.38,43.06,0,0.03,79.47,100,57600,Weekday,Monday
20/08/2018 16:30,97.42,57.02,0,0.04,86.3,100,59400,Weekday,Monday
20/08/2018 22:00,3.56,0,13.82,0,100,24.95,79200,Weekday,Monday
21/08/2018 01:00,2.74,4.93,0,0,48.58,100,3600,Weekday,Tuesday
21/08/2018 03:15,2.77,5.54,0,0,44.72,100,11700,Weekday,Tuesday
21/08/2018 05:45,2.74,5.36,0,0,45.52,100,20700,Weekday,Tuesday
21/08/2018 07:15,3.24,4.54,0,0,58.09,100,26100,Weekday,Tuesday
21/08/2018 11:15,60.8,52.85,0,0.03,75.47,100,40500,Weekday,Tuesday
21/08/2018 11:45,41.4,26.64,0,0.02,84.09,100,42300,Weekday,Tuesday
21/08/2018 12:30,5.47,0,20.02,0,100,26.36,45000,Weekday,Tuesday
21/08/2018 13:00,5.29,0,19.51,0,100,26.17,46800,Weekday,Tuesday
21/08/2018 17:45,30.38,0.58,2.16,0.01,99.98,99.75,63900,Weekday,Tuesday
21/08/2018 22:45,3.24,4.1,0,0,62,100,81900,Weekday,Tuesday
22/08/2018 02:15,2.63,4.28,0,0,52.35,100,8100,Weekday,Wednesday
22/08/2018 05:00,2.66,4.21,0,0,53.41,100,18000,Weekday,Wednesday
22/08/2018 06:45,2.59,4.43,0,0,50.47,100,24300,Weekday,Wednesday
22/08/2018 10:15,42.05,17.32,0,0.02,92.46,100,36900,Weekday,Wednesday
22/08/2018 14:15,68.76,38.95,0,0.03,87.01,100,51300,Weekday,Wednesday
22/08/2018 17:00,56.2,25.52,0,0.03,91.05,100,61200,Weekday,Wednesday
23/08/2018 02:30,3.28,5.47,0,0,51.43,100,9000,Weekday,Thursday
23/08/2018 07:00,3.06,5.65,0,0,47.62,100,25200,Weekday,Thursday
23/08/2018 13:00,28.94,0.25,2.95,0.01,100,99.48,46800,Weekday,Thursday
23/08/2018 13:45,41.26,12.96,0,0.02,95.4,100,49500,Weekday,Thursday
23/08/2018 14:45,42.62,14.26,0,0.02,94.83,100,53100,Weekday,Thursday
23/08/2018 15:15,41.47,17.21,0,0.02,92.36,100,54900,Weekday,Thursday
23/08/2018 16:45,53.28,29.77,0,0.02,87.3,100,60300,Weekday,Thursday
23/08/2018 19:45,41.15,12.02,0,0.02,95.99,100,71100,Weekday,Thursday
23/08/2018 22:45,3.74,6.12,0,0,52.15,100,81900,Weekday,Thursday
24/08/2018 02:00,2.95,5.4,0,0,47.94,100,7200,Weekday,Friday
24/08/2018 02:30,2.95,5.54,0,0,47,100,9000,Weekday,Friday
24/08/2018 04:45,2.92,5.62,0,0,46.11,100,17100,Weekday,Friday
24/08/2018 09:15,55.76,33.01,0,0.03,86.05,100,33300,Weekday,Friday
24/08/2018 17:45,29.92,0.58,2.38,0.01,99.98,99.69,63900,Weekday,Friday
24/08/2018 18:30,54.68,40.1,0,0.03,80.64,100,66600,Weekday,Friday
24/08/2018 19:15,56.05,30.02,0,0.03,88.15,100,69300,Weekday,Friday
25/08/2018 06:00,2.81,5.4,0,0,46.16,100,21600,Weekend,Saturday
25/08/2018 08:45,5.83,7.96,0.61,0,59.09,99.46,31500,Weekend,Saturday
25/08/2018 09:30,4.57,0,18.32,0,100,24.2,34200,Weekend,Saturday
25/08/2018 09:45,6.66,0,13.32,0,100,44.72,35100,Weekend,Saturday
25/08/2018 12:15,3.56,0,8.5,0,100,38.63,44100,Weekend,Saturday
25/08/2018 13:30,4.57,0,17.96,0,100,24.66,48600,Weekend,Saturday
25/08/2018 14:15,5.58,0,17.93,0,100,29.72,51300,Weekend,Saturday
25/08/2018 17:30,3.53,0,14.18,0,100,24.16,63000,Weekend,Saturday
26/08/2018 11:45,4.57,0,6.62,0,100,56.81,42300,Weekend,Sunday
26/08/2018 14:30,5.15,0,18.68,0,100,26.58,52200,Weekend,Sunday
26/08/2018 17:30,4.57,0,19.19,0,100,23.17,63000,Weekend,Sunday
26/08/2018 23:15,3.85,5.29,0,0,58.84,100,83700,Weekend,Sunday
27/08/2018 00:45,3.02,5.18,0,0,50.37,100,2700,Weekday,Monday
27/08/2018 09:00,55.73,32.83,0,0.03,86.16,100,32400,Weekday,Monday
27/08/2018 14:30,68.65,46.12,0,0.03,83.01,100,52200,Weekday,Monday
28/08/2018 02:00,2.59,4.21,0,0,52.4,100,7200,Weekday,Tuesday
28/08/2018 20:00,42.62,20.81,0,0.02,89.86,100,72000,Weekday,Tuesday
28/08/2018 20:15,49.64,25.81,0,0.02,88.72,100,72900,Weekday,Tuesday
28/08/2018 20:30,60.16,33.26,0,0.03,87.52,100,73800,Weekday,Tuesday
28/08/2018 22:00,3.6,0,13.97,0,100,24.95,79200,Weekday,Tuesday
29/08/2018 00:45,2.77,4.64,0,0,51.26,100,2700,Weekday,Wednesday
29/08/2018 07:45,3.78,4.75,0,0,62.27,100,27900,Weekday,Wednesday
29/08/2018 18:30,54.54,46.51,0,0.03,76.09,100,66600,Weekday,Wednesday
30/08/2018 09:30,53.6,35.32,0,0.02,83.5,100,34200,Weekday,Thursday
30/08/2018 19:00,40.61,18.94,0,0.02,90.63,100,68400,Weekday,Thursday
30/08/2018 21:15,3.74,0,13.21,0,100,27.24,76500,Weekday,Thursday
30/08/2018 22:45,2.88,5.69,0,0,45.16,100,81900,Weekday,Thursday
31/08/2018 08:15,26.14,25.88,0,0.01,71.06,100,29700,Weekday,Friday
31/08/2018 11:30,60.01,44.78,0,0.03,80.15,100,41400,Weekday,Friday
31/08/2018 12:00,48.28,35.93,0.43,0.02,80.22,100,43200,Weekday,Friday
31/08/2018 19:15,43.49,15.8,0,0.02,93.99,100,69300,Weekday,Friday
01/09/2018 01:15,3.02,5.18,0,0,50.37,100,4500,Weekend,Saturday
01/09/2018 03:45,3.53,6.26,0,0,49.12,100,13500,Weekend,Saturday
01/09/2018 05:00,3.13,5.72,0,0,48,100,18000,Weekend,Saturday
01/09/2018 05:15,3.06,5.94,0,0,45.8,100,18900,Weekend,Saturday
01/09/2018 06:30,3.06,5.87,0,0,46.23,100,23400,Weekend,Saturday
01/09/2018 06:45,3.53,6.08,0,0,50.21,100,24300,Weekend,Saturday
01/09/2018 12:30,25.34,10.15,0.11,0.01,92.83,100,45000,Weekend,Saturday
01/09/2018 14:00,27.04,0.43,1.44,0.01,99.99,99.86,50400,Weekend,Saturday
01/09/2018 15:15,26.57,0.61,2.05,0.01,99.97,99.7,54900,Weekend,Saturday
01/09/2018 17:15,26.06,0.86,1.44,0.01,99.95,99.85,62100,Weekend,Saturday
01/09/2018 20:15,2.92,0,11.34,0,100,24.94,72900,Weekend,Saturday
01/09/2018 21:30,2.92,0,11.45,0,100,24.71,77400,Weekend,Saturday
01/09/2018 22:30,2.7,4.93,0,0,48.03,100,81000,Weekend,Saturday
02/09/2018 09:45,56.95,32.62,0,0.03,86.77,100,35100,Weekend,Sunday
02/09/2018 12:45,3.31,0,11.81,0,100,26.99,45900,Weekend,Sunday
02/09/2018 13:30,32.8,8.03,0,0.02,97.13,100,48600,Weekend,Sunday
02/09/2018 22:00,2.88,0,11.56,0,100,24.17,79200,Weekend,Sunday
02/09/2018 22:45,2.81,4.43,0,0,53.56,100,81900,Weekend,Sunday
03/09/2018 02:30,3.31,6.34,0,0,46.28,100,9000,Weekday,Monday
03/09/2018 14:45,54.94,38.09,0,0.03,82.18,100,53100,Weekday,Monday
03/09/2018 16:00,83.16,48.28,0,0.04,86.48,100,57600,Weekday,Monday
03/09/2018 18:15,52.6,23.18,0,0.02,91.51,100,65700,Weekday,Monday
03/09/2018 19:45,25.67,0.25,3.06,0.01,100,99.3,71100,Weekday,Monday
03/09/2018 21:45,3.67,0,17.32,0,100,20.73,78300,Weekday,Monday
04/09/2018 01:30,2.7,5.26,0,0,45.67,100,5400,Weekday,Tuesday
04/09/2018 02:15,2.7,5.26,0,0,45.67,100,8100,Weekday,Tuesday
04/09/2018 09:15,81.65,52.56,0,0.04,84.08,100,33300,Weekday,Tuesday
04/09/2018 11:15,122.65,65.3,0,0.06,88.27,100,40500,Weekday,Tuesday
04/09/2018 13:00,4.61,0,16.24,0,100,27.31,46800,Weekday,Tuesday
04/09/2018 14:15,90.79,46.69,0,0.04,88.93,100,51300,Weekday,Tuesday
04/09/2018 19:30,78.95,21.28,0,0.04,96.55,100,70200,Weekday,Tuesday
04/09/2018 23:45,2.52,4.43,0,0,49.44,100,85500,Weekday,Tuesday
05/09/2018 01:30,2.48,4.57,0,0,47.7,100,5400,Weekday,Wednesday
05/09/2018 06:00,2.48,5.22,0,0,42.91,100,21600,Weekday,Wednesday
05/09/2018 09:15,97.81,41.98,0,0.04,91.89,100,33300,Weekday,Wednesday
05/09/2018 15:30,54.07,33.98,0,0.02,84.67,100,55800,Weekday,Wednesday
05/09/2018 18:00,29.95,6.52,0.76,0.01,97.71,99.97,64800,Weekday,Wednesday
05/09/2018 21:15,8.86,0,13.25,0,100,55.59,76500,Weekday,Wednesday
05/09/2018 23:00,3.64,6.8,0,0,47.19,100,82800,Weekday,Wednesday
06/09/2018 03:00,2.95,5.69,0,0,46.03,100,10800,Weekday,Thursday
06/09/2018 05:30,2.92,5.83,0,0,44.78,100,19800,Weekday,Thursday
06/09/2018 07:45,3.06,5.29,0,0,50.07,100,27900,Weekday,Thursday
06/09/2018 09:45,50.9,29.66,0,0.02,86.4,100,35100,Weekday,Thursday
06/09/2018 10:45,58.14,33.59,0,0.03,86.59,100,38700,Weekday,Thursday
06/09/2018 12:45,5.4,0,16.85,0,100,30.52,45900,Weekday,Thursday
06/09/2018 14:00,58.21,42.3,0,0.03,80.9,100,50400,Weekday,Thursday
06/09/2018 18:15,49.25,33.62,0,0.02,82.59,100,65700,Weekday,Thursday
07/09/2018 06:45,3.02,5.69,0,0,46.88,100,24300,Weekday,Friday
07/09/2018 12:00,95.29,41.8,0.18,0.04,91.58,100,43200,Weekday,Friday
07/09/2018 18:00,29.02,6.08,0.97,0.01,97.87,99.94,64800,Weekday,Friday
07/09/2018 20:15,97.92,36.04,0,0.04,93.85,100,72900,Weekday,Friday
07/09/2018 21:30,4.25,0,17.24,0,100,23.94,77400,Weekday,Friday
07/09/2018 23:15,3.71,6.84,0,0,47.68,100,83700,Weekday,Friday
08/09/2018 09:15,33.08,7.78,0,0.02,97.34,100,33300,Weekend,Saturday
08/09/2018 14:15,36.07,9.79,0,0.02,96.51,100,51300,Weekend,Saturday
08/09/2018 15:15,35.24,10.19,0,0.02,96.06,100,54900,Weekend,Saturday
08/09/2018 19:15,3.56,0,17.75,0,100,19.66,69300,Weekend,Saturday
08/09/2018 20:00,3.31,0,15.23,0,100,21.24,72000,Weekend,Saturday
08/09/2018 20:30,2.99,0,11.52,0,100,25.12,73800,Weekend,Saturday
09/09/2018 02:30,2.84,5.51,0,0,45.81,100,9000,Weekend,Sunday
09/09/2018 04:30,3.17,6.01,0,0,46.65,100,16200,Weekend,Sunday
09/09/2018 08:30,5.76,10.22,0,0,49.1,100,30600,Weekend,Sunday
09/09/2018 14:30,27.36,2.59,1.15,0.01,99.55,99.91,52200,Weekend,Sunday
09/09/2018 17:45,3.64,0,13.72,0,100,25.64,63900,Weekend,Sunday
09/09/2018 19:45,2.99,0,11.66,0,100,24.84,71100,Weekend,Sunday
10/09/2018 13:00,3.82,0,11.38,0,100,31.82,46800,Weekday,Monday
10/09/2018 15:45,87.7,41.44,0,0.04,90.41,100,56700,Weekday,Monday
10/09/2018 18:00,47.45,23.87,0,0.02,89.33,100,64800,Weekday,Monday
10/09/2018 22:30,2.66,5.62,0,0,42.78,100,81000,Weekday,Monday
11/09/2018 00:15,2.56,4.86,0,0,46.6,100,900,Weekday,Tuesday
11/09/2018 08:45,102.46,66.17,0,0.05,84,100,31500,Weekday,Tuesday
11/09/2018 10:00,86.15,42.12,0,0.04,89.84,100,36000,Weekday,Tuesday
11/09/2018 10:15,125.46,66.17,0,0.06,88.45,100,36900,Weekday,Tuesday
11/09/2018 11:15,109.58,56.2,0,0.05,88.98,100,40500,Weekday,Tuesday
11/09/2018 19:45,37.58,15.08,0,0.02,92.81,100,71100,Weekday,Tuesday
11/09/2018 20:30,38.52,16.24,0,0.02,92.15,100,73800,Weekday,Tuesday
12/09/2018 04:00,3.38,6.34,0,0,47.04,100,14400,Weekday,Wednesday
12/09/2018 04:15,2.95,5.18,0,0,49.49,100,15300,Weekday,Wednesday
12/09/2018 05:00,2.92,5.18,0,0,49.11,100,18000,Weekday,Wednesday
12/09/2018 07:30,3.02,5.08,0,0,51.1,100,27000,Weekday,Wednesday
12/09/2018 09:00,54.54,31.68,0,0.03,86.47,100,32400,Weekday,Wednesday
12/09/2018 09:45,52.78,29.66,0,0.02,87.18,100,35100,Weekday,Wednesday
12/09/2018 10:00,59.33,36.47,0,0.03,85.19,100,36000,Weekday,Wednesday
12/09/2018 17:00,58.39,32.62,0,0.03,87.3,100,61200,Weekday,Wednesday
13/09/2018 03:30,2.74,4.68,0,0,50.52,100,12600,Weekday,Thursday
13/09/2018 07:45,3.6,5.26,0,0,56.48,100,27900,Weekday,Thursday
13/09/2018 10:45,51.8,29.3,0,0.02,87.04,100,38700,Weekday,Thursday
13/09/2018 12:00,56.09,41.72,0.29,0.03,80.24,100,43200,Weekday,Thursday
13/09/2018 19:30,49.1,26.64,0,0.02,87.9,100,70200,Weekday,Thursday
13/09/2018 20:15,47.95,26.75,0,0.02,87.33,100,72900,Weekday,Thursday
14/09/2018 03:00,3.24,4.46,0,0,58.77,100,10800,Weekday,Friday
14/09/2018 08:30,50.9,50.83,0,0.02,70.76,100,30600,Weekday,Friday
14/09/2018 14:30,60.98,37.87,0,0.03,84.95,100,52200,Weekday,Friday
14/09/2018 16:45,106.16,51.44,0,0.05,89.99,100,60300,Weekday,Friday
14/09/2018 17:00,48.13,28.69,0,0.02,85.9,100,61200,Weekday,Friday
15/09/2018 00:30,2.63,4.9,0,0,47.29,100,1800,Weekend,Saturday
15/09/2018 08:30,33.44,32.4,0,0.02,71.82,100,30600,Weekend,Saturday
15/09/2018 11:15,41.22,14.36,0,0.02,94.43,100,40500,Weekend,Saturday
15/09/2018 16:45,39.67,13.46,0.25,0.02,94.7,100,60300,Weekend,Saturday
15/09/2018 21:00,2.95,0,11.3,0,100,25.26,75600,Weekend,Saturday
15/09/2018 22:15,2.77,5.44,0.07,0,45.38,99.97,80100,Weekend,Saturday
16/09/2018 01:15,2.7,5,0,0,47.51,100,4500,Weekend,Sunday
16/09/2018 05:15,2.7,5.04,0,0,47.22,100,18900,Weekend,Sunday
16/09/2018 06:00,2.7,5.36,0,0,44.99,100,21600,Weekend,Sunday
16/09/2018 19:30,3.56,0,17.78,0,100,19.63,70200,Weekend,Sunday
17/09/2018 02:30,2.77,5.62,0,0,44.21,100,9000,Weekday,Monday
17/09/2018 09:30,50.98,28.22,0,0.02,87.49,100,34200,Weekday,Monday
17/09/2018 13:00,5.26,0,16.78,0,100,29.91,46800,Weekday,Monday
17/09/2018 16:15,110.52,56.09,0,0.05,89.17,100,58500,Weekday,Monday
17/09/2018 22:30,3.64,7.24,0,0,44.92,100,81000,Weekday,Monday
18/09/2018 00:45,3.31,6.19,0,0,47.15,100,2700,Weekday,Tuesday
18/09/2018 03:30,2.99,5.44,0,0,48.17,100,12600,Weekday,Tuesday
18/09/2018 04:45,3.46,5.72,0,0,51.76,100,17100,Weekday,Tuesday
18/09/2018 10:15,59.26,34.88,0,0.03,86.18,100,36900,Weekday,Tuesday
18/09/2018 13:15,39.2,16.49,2.59,0.02,92.18,99.78,47700,Weekday,Tuesday
18/09/2018 19:30,45.68,26.5,0,0.02,86.5,100,70200,Weekday,Tuesday
19/09/2018 03:00,2.74,5.15,0,0,46.97,100,10800,Weekday,Wednesday
19/09/2018 06:15,2.74,5.04,0,0,47.76,100,22500,Weekday,Wednesday
19/09/2018 06:30,2.66,4.9,0,0,47.71,100,23400,Weekday,Wednesday
19/09/2018 11:45,48.06,22.82,0,0.02,90.33,100,42300,Weekday,Wednesday
19/09/2018 20:15,3.67,0,17.06,0,100,21.03,72900,Weekday,Wednesday
20/09/2018 08:45,48.42,40.18,0,0.02,76.95,100,31500,Weekday,Thursday
20/09/2018 10:00,39.02,17.21,0,0.02,91.5,100,36000,Weekday,Thursday
20/09/2018 16:30,43.16,19.3,0,0.02,91.29,100,59400,Weekday,Thursday
20/09/2018 19:45,45.04,24.59,0,0.02,87.77,100,71100,Weekday,Thursday
20/09/2018 20:30,67.54,37.8,0,0.03,87.26,100,73800,Weekday,Thursday
21/09/2018 00:15,2.77,4.82,0,0,49.83,100,900,Weekday,Friday
21/09/2018 00:45,3.17,6.19,0,0,45.58,100,2700,Weekday,Friday
21/09/2018 01:30,2.81,5.11,0,0,48.19,100,5400,Weekday,Friday
21/09/2018 04:45,2.84,5.15,0,0,48.29,100,17100,Weekday,Friday
21/09/2018 08:15,35.14,33.44,0,0.02,72.44,100,29700,Weekday,Friday
21/09/2018 18:00,3.24,0,12.92,0,100,24.32,64800,Weekday,Friday
21/09/2018 22:45,2.52,4.61,0,0,47.97,100,81900,Weekday,Friday
22/09/2018 02:00,2.56,4.54,0,0,49.12,100,7200,Weekend,Saturday
22/09/2018 03:45,3.02,5.83,0,0,46,100,13500,Weekend,Saturday
22/09/2018 12:00,3.35,0,6.37,0,100,46.55,43200,Weekend,Saturday
22/09/2018 13:00,2.95,0,11.41,0,100,25.03,46800,Weekend,Saturday
22/09/2018 15:15,2.84,0,10.84,0,100,25.34,54900,Weekend,Saturday
22/09/2018 15:45,3.38,0,16.52,0,100,20.04,56700,Weekend,Saturday
22/09/2018 21:15,2.92,0,10.55,0,100,26.67,76500,Weekend,Saturday
23/09/2018 01:30,2.66,5.26,0,0,45.13,100,5400,Weekend,Sunday
23/09/2018 05:00,2.52,5.04,0,0,44.72,100,18000,Weekend,Sunday
23/09/2018 18:00,2.81,0,7.2,0,100,36.36,64800,Weekend,Sunday
23/09/2018 19:30,2.88,0,11.09,0,100,25.14,70200,Weekend,Sunday
23/09/2018 20:00,3.24,0,15.34,0,100,20.67,72000,Weekend,Sunday
23/09/2018 21:00,2.81,0,11.16,0,100,24.42,75600,Weekend,Sunday
24/09/2018 00:30,2.63,5.72,0,0,41.77,100,1800,Weekday,Monday
24/09/2018 01:15,2.59,5.44,0,0,42.99,100,4500,Weekday,Monday
24/09/2018 06:00,2.63,5.9,0,0,40.71,100,21600,Weekday,Monday
24/09/2018 06:45,2.92,5.94,0,0,44.12,100,24300,Weekday,Monday
24/09/2018 11:45,2.84,0,9.25,0,100,29.35,42300,Weekday,Monday
24/09/2018 14:30,2.92,0,11.56,0,100,24.49,52200,Weekday,Monday
24/09/2018 20:00,2.92,0,11.92,0,100,23.79,72000,Weekday,Monday
24/09/2018 21:45,2.81,0,10.94,0,100,24.88,78300,Weekday,Monday
24/09/2018 23:45,2.59,5.36,0,0,43.51,100,85500,Weekday,Monday
25/09/2018 00:45,2.99,6.34,0,0,42.66,100,2700,Weekday,Tuesday
25/09/2018 03:30,2.66,5.62,0,0,42.78,100,12600,Weekday,Tuesday
25/09/2018 08:15,2.59,5.62,0,0,41.85,100,29700,Weekday,Tuesday
25/09/2018 09:45,2.7,0,11.63,0,100,22.61,35100,Weekday,Tuesday
25/09/2018 12:15,2.66,0,11.56,0,100,22.42,44100,Weekday,Tuesday
25/09/2018 19:15,2.7,0,11.92,0,100,22.09,69300,Weekday,Tuesday
25/09/2018 21:30,2.7,0,11.48,0,100,22.89,77400,Weekday,Tuesday
26/09/2018 03:45,3.13,6.16,0,0,45.3,100,13500,Weekday,Wednesday
26/09/2018 09:00,2.59,0,11.99,0,100,21.11,32400,Weekday,Wednesday
26/09/2018 10:00,2.63,0,11.74,0,100,21.86,36000,Weekday,Wednesday
26/09/2018 12:45,2.74,0,10.98,0,100,24.21,45900,Weekday,Wednesday
26/09/2018 14:30,2.59,0,11.88,0,100,21.3,52200,Weekday,Wednesday
26/09/2018 17:00,2.66,0,11.99,0,100,21.66,61200,Weekday,Wednesday
26/09/2018 20:15,2.66,0,11.74,0,100,22.1,72900,Weekday,Wednesday
26/09/2018 20:30,2.63,0,11.77,0,100,21.81,73800,Weekday,Wednesday
26/09/2018 21:00,2.7,0,11.63,0,100,22.61,75600,Weekday,Wednesday
